code,prefecture,municipality,A1101,A110101,A110102,A1102,A110201,A110202,A1301,A130101,A130102,A1302,A130201,A130202,A1303,A130301,A130302,A1419,A141901,A141902,A1700,A4101,A4200,A5101,A5102,A7101,A710101,A710201,A810102,A810105,A811102,A8201,A8301,A9101,A9201,B1101,B1103,C2107,C210703,C210708,C210709,C210710,C210711,C210712,C210713,C210716,C210717,C210718,C210719,C210720,C210721,C210722,C210723,C210724,C210725,C2110,C2111,C2112,C2207,C220703,C220708,C220709,C220710,C220711,C220712,C220713,C220716,C220717,C220718,C220719,C220720,C220721,C220722,C220723,C220724,C220725,C2210,C2211,C2212,C310201,C310202,D2203,D2211,D3201,D320101,D3203,D320303,D320308,D320310,D320311,E1101,E1501,E2101,E2401,E2501,E3101,E3401,E3501,E4101,E4501,F1102,F110201,F110202,F1107,F110701,F110702,F1108,F110801,F110802,F2201,F2211,F2221,G1201,G1401,H5507,H550701,H6130,H6131,H6132,I510120,I5102,I5103,I6100,I6200,I6300,J2503,J2506
R20452,í∑ñÏåß,í}ñkë∫,4730,2323,2407,4690,2309,2381,406,216,190,2343,1240,1103,1981,867,1114,1057,416,641,40,14,74,75,140,1780,1780,4730,1027,393,707,329,245,20,5,9947,1542,222,4,47,19,1,0,8,58,0,3,3,16,12,8,19,4,12,8,4,66,152,1188,51,140,164,13,0,17,233,0,3,6,62,22,97,237,18,34,91,51,304,833,337,499,78.4,4.8,4567062,398227,4390093,960409,226151,551244,29031,0,0,2,26,149,1,14,62,1,23,2432,1385,1047,150,106,44,1737,614,1123,512,578,1334,1,1,4776,574,45,8,0,0,3,1,4,1,4,2,97
R20481,í∑ñÏåß,írìcí¨,9926,4719,5207,9859,4702,5157,1108,577,531,5198,2576,2622,3618,1565,2053,1838,711,1127,66,33,174,233,281,3518,3510,9629,2074,712,1161,615,418,31,14,4016,1738,468,6,85,60,1,1,10,100,5,10,21,27,40,24,43,5,24,6,6,145,317,3608,32,275,749,5,2,93,639,27,20,44,106,84,322,982,31,117,80,32,1024,2552,390,322,84.9,8.8,5390984,952896,5242333,1400509,495358,1043125,19335,0,0,2,31,424,1,21,236,1,365,4813,2665,2148,181,123,58,3726,1303,2423,444,1374,2971,34,1,10058,217,89,21,3,1,7,3,56,6,30,2,202
R20482,í∑ñÏåß,èºêÏë∫,9948,4762,5186,9833,4712,5121,1237,606,631,5511,2769,2742,3195,1383,1812,1669,626,1043,115,65,105,276,304,3497,3492,9703,2086,723,987,511,356,35,16,4707,2060,394,4,70,58,2,0,4,81,5,4,13,38,34,16,41,3,13,6,4,130,260,2742,40,224,622,19,0,24,480,47,6,33,182,133,151,510,28,138,94,40,857,1845,455,159,75.6,3.5,4214864,968860,4173641,1294898,640359,481682,0,0,0,1,26,477,1,26,273,0,0,5186,2885,2301,170,105,65,3332,1149,2183,572,1682,2912,17,1,9777,678,62,30,1,0,8,5,9,5,13,2,260
R20485,í∑ñÏåß,îíînë∫,8929,4427,4502,8786,4351,4435,1064,536,528,5233,2692,2541,2625,1194,1431,1272,505,767,142,51,92,356,418,3477,3473,8771,1998,937,876,430,278,49,10,18936,5677,1165,8,79,17,4,8,20,120,4,56,25,680,53,24,31,5,26,5,8,96,1061,6029,67,424,206,46,23,826,605,43,139,81,2527,255,166,336,48,131,106,67,630,5332,239,293,76.6,9.4,6453422,1483103,6215376,1111939,1022925,437671,11795,1,74,2,35,431,1,17,209,1,210,4885,2763,2122,174,109,65,2581,890,1691,281,686,3798,1,1,8805,903,107,122,1,0,8,4,8,4,8,1,146
R20486,í∑ñÏåß,è¨íJë∫,2904,1454,1450,2852,1432,1420,299,141,158,1509,828,681,1093,482,611,628,262,366,52,15,43,99,117,1195,1194,2886,572,402,352,192,172,7,2,26791,3712,344,0,35,9,2,0,8,37,1,4,4,183,13,11,11,7,14,5,0,44,300,1807,0,264,67,5,0,127,181,1,12,25,809,31,49,82,42,34,78,0,331,1476,141,200,78.7,12,7513246,560521,7407116,510001,601948,371280,654161,0,0,1,14,129,1,12,58,0,0,1602,941,661,38,31,7,958,335,623,170,342,1088,1,1,2960,508,33,23,0,0,2,1,1,1,1,1,62
R20521,í∑ñÏåß,ç‚èÈí¨,14871,7287,7584,14594,7126,7468,1796,879,917,8113,4176,3937,4925,2209,2716,2426,969,1457,266,77,201,350,425,5473,5466,14616,3271,1249,1707,879,550,38,19,5364,1663,718,9,92,239,2,1,12,113,7,16,26,47,44,23,43,6,32,6,9,331,378,8070,69,307,5354,6,1,186,692,118,25,57,166,200,193,398,57,126,115,69,5661,2340,289,595,89.2,8.8,7083016,2640311,7015578,1814331,933855,499086,0,1,48,3,55,738,1,29,386,1,286,7516,4303,3213,283,190,93,5194,1865,3329,566,3312,3591,28,1,15190,3876,85,37,2,0,10,5,8,5,27,3,303
R20541,í∑ñÏåß,è¨ïzé{í¨,10702,5136,5566,10654,5117,5537,1421,743,678,5765,2807,2958,3510,1584,1926,1704,684,1020,48,65,142,308,293,3528,3522,10602,2171,498,1127,557,277,33,7,1912,1651,511,14,71,67,1,4,5,135,2,14,9,58,39,17,38,2,28,5,14,140,357,3842,267,246,678,5,8,30,899,29,38,28,273,117,140,791,53,104,125,267,935,2640,613,216,88.4,7.3,5033623,1157846,4602960,1226746,670362,481545,0,0,0,1,30,618,1,23,326,0,0,6012,3189,2823,162,104,58,3093,1096,1997,1376,1455,3150,29,1,11097,354,107,53,1,1,7,4,23,8,21,3,247
R20543,í∑ñÏåß,çÇéRë∫,7033,3469,3564,6986,3446,3540,863,469,394,3898,1987,1911,2263,1006,1257,1154,445,709,47,27,108,169,160,2291,2288,6938,1328,358,683,305,183,23,3,9856,1306,334,4,72,72,1,3,8,43,2,2,6,39,20,13,21,4,17,7,4,144,186,2210,19,239,738,5,10,99,224,20,28,8,246,44,81,299,38,28,84,19,977,1214,496,250,77.5,8.8,4197082,719969,3973755,919393,740594,299238,7878,0,0,1,19,371,1,18,182,0,0,4025,2224,1801,110,76,34,2024,691,1333,802,1234,1970,1,0,6889,357,36,14,0,0,3,1,2,1,3,1,187
R20561,í∑ñÏåß,éRÉmì‡í¨,12429,5992,6437,12327,5968,6359,1214,640,574,6464,3316,3148,4726,2024,2702,2605,1007,1598,93,58,217,259,407,4465,4459,12294,2281,1036,1423,654,590,47,15,26590,2996,901,22,113,27,4,1,12,155,8,33,17,342,70,22,30,8,30,6,23,140,738,5223,162,414,179,11,1,259,586,50,109,35,2205,196,151,450,107,132,167,171,593,4459,599,326,78.4,9.7,7087438,1754776,6718688,1756396,725440,593996,32417,0,0,3,43,467,1,22,277,0,0,7097,3799,3298,226,159,67,3839,1368,2471,1772,1192,4096,27,1,12802,1333,121,93,0,0,4,3,3,4,5,5,285
R20562,í∑ñÏåß,ñÿìáïΩë∫,4658,2248,2410,4632,2243,2389,567,280,287,2426,1248,1178,1661,718,943,966,354,612,25,15,85,136,108,1564,1560,4530,830,307,472,236,185,16,6,9932,1711,237,15,37,14,2,1,8,46,0,1,4,52,17,8,11,3,14,4,15,51,171,1491,101,155,298,3,6,59,179,0,4,5,138,39,109,234,39,38,84,101,453,937,342,327,82.9,12.1,3832380,411644,3721250,667216,518978,273757,1396,0,0,1,16,219,1,17,120,1,196,2595,1424,1171,66,50,16,1421,489,932,670,564,1342,27,0,4857,450,47,15,0,0,4,1,2,2,5,1,161
R20563,í∑ñÏåß,ñÏëÚâ∑êÚë∫,3479,1655,1824,3466,1649,1817,364,182,182,1869,955,914,1243,515,728,722,250,472,13,29,65,102,127,1159,1157,3413,530,249,309,121,136,11,1,5796,902,482,6,27,11,2,1,5,61,0,6,8,299,16,8,14,2,10,6,6,38,438,2465,61,120,53,4,1,322,188,0,34,24,1031,80,231,180,32,32,72,61,173,2231,181,207,87,8.4,3940521,428041,3786310,767905,592861,309280,4523,0,0,1,13,149,1,13,74,0,0,1947,1077,870,32,22,10,1114,360,754,249,335,1355,1,0,3641,31,56,49,0,0,4,1,2,3,1,1,92
R20583,í∑ñÏåß,êMîZí¨,8469,4113,4356,8408,4090,4318,824,441,383,4342,2209,2133,3295,1460,1835,1714,663,1051,56,35,140,170,244,3157,3152,8363,1815,685,1107,569,409,18,9,14930,3672,576,23,76,57,2,2,13,105,2,13,15,146,35,22,20,5,33,6,24,133,419,3729,218,377,644,8,15,132,513,24,43,36,626,193,155,376,50,176,135,226,1021,2482,430,373,91.7,8.6,5793280,1125810,5675573,1161756,732292,772570,9568,0,0,0,0,0,0,0,0,0,0,4484,2500,1984,132,96,36,3016,1069,1947,760,1106,2586,5,0,8528,2072,83,43,0,1,3,3,7,5,10,4,147
R20588,í∑ñÏåß,è¨êÏë∫,2665,1292,1373,2653,1289,1364,260,146,114,1192,641,551,1213,505,708,752,271,481,12,9,63,63,78,1086,1085,2655,591,307,412,202,230,5,1,5811,1142,153,0,32,17,1,0,2,42,0,2,3,13,9,4,9,3,10,6,0,49,104,824,0,100,212,1,0,8,156,0,3,5,64,25,10,136,27,20,57,0,312,512,121,341,92.3,7.5,3264767,187068,2984009,556974,760511,183882,85991,0,0,1,13,98,1,12,54,0,0,1324,752,572,42,36,6,1032,355,677,252,367,687,1,0,2609,355,33,3,0,0,1,1,1,1,0,1,56
R20590,í∑ñÏåß,î—çjí¨,11063,5360,5703,11018,5337,5681,1162,569,593,5922,3019,2903,3975,1769,2206,2083,816,1267,44,48,147,239,301,3769,3759,10870,2223,619,1264,638,394,37,21,7500,3421,423,7,71,36,2,3,6,90,1,2,12,45,33,24,48,5,31,7,7,107,309,3031,128,294,634,11,19,36,458,14,2,40,203,185,113,652,54,68,120,128,928,1975,945,461,88.2,9.6,7331653,1108392,6854636,1389363,490405,999223,64887,0,0,2,46,486,1,23,240,1,316,6412,3482,2930,163,115,48,3311,1183,2128,1550,1422,3301,28,0,11387,1086,69,20,1,1,4,3,12,6,14,3,249
R20602,í∑ñÏåß,âhë∫,1953,937,1016,1940,936,1004,154,83,71,816,434,382,983,420,563,650,246,404,13,5,55,41,64,775,774,1863,391,217,274,160,162,4,3,27166,3272,124,7,20,8,0,0,3,23,1,0,1,26,9,3,9,4,3,7,7,28,89,830,102,113,48,0,0,71,125,11,0,4,84,27,37,123,10,7,68,102,161,567,232,165,69.6,5.9,3825792,187849,3617235,494046,400212,199325,72494,0,0,2,15,48,1,13,24,0,0,1020,602,418,18,12,6,761,240,521,338,175,507,1,0,1946,323,22,5,0,0,3,1,1,1,0,1,36
R21201,äÚïååß,äÚïåés,406735,193760,212975,396875,189676,207199,50957,25980,24977,238415,116502,121913,110490,47407,63083,53536,20937,32599,5825,2905,4564,10975,11211,165443,165173,398083,90851,54601,36899,19765,18655,1806,635,20360,14296,22459,42,1717,1840,17,179,261,5822,456,1772,1075,2906,2024,830,1717,110,1580,109,43,3558,18858,210401,683,13111,16614,1196,2499,8223,45496,9412,5790,7226,20630,9980,12729,28824,1539,19001,7417,692,29747,179962,3051,2756,95,4.6,160925951,65987821,153690414,59960000,18102960,17133399,0,40,6387,48,1211,21197,27,763,11365,18,15754,198366,108251,90115,7454,4745,2709,134513,46401,88112,3187,47019,138142,51,3,404233,3843,3593,2536,49,29,400,262,1659,432,1331,45,5498
R21202,äÚïååß,ëÂä_és,159879,77430,82449,156048,75644,80404,21667,10986,10681,95945,47875,48070,41486,18160,23326,20092,8001,12091,3484,1219,1697,4167,4496,60085,60000,157173,35095,16268,13620,7136,5603,732,242,20657,9781,8184,21,645,917,11,77,152,2076,163,483,308,1026,747,337,551,58,552,51,24,1568,6592,84350,265,4998,19318,418,1746,4136,15773,3092,1410,1689,7792,3557,3705,9620,539,4446,1753,294,24380,59676,1581,1342,88.3,0.9,59557374,27362658,57331167,20788290,6689066,6659995,39797,20,1074,22,535,8588,10,298,4289,8,6985,78851,44126,34725,3205,2028,1177,52925,18515,34410,1169,25646,49431,4,3,159595,1538,1538,867,20,7,125,92,395,158,323,31,3964
R21203,äÚïååß,çÇéRés,89182,42652,46530,88724,42482,46242,11972,6108,5864,49548,24852,24696,27550,11606,15944,14164,5405,8759,428,647,1122,1961,2272,32670,32570,86977,16738,8919,7664,4046,3622,314,116,217761,27212,6886,105,754,584,10,38,88,1695,114,347,247,1194,542,266,454,49,337,57,106,1342,5438,48491,881,3942,6276,176,237,1947,9518,1162,830,1225,7513,2136,1832,6291,816,2268,1402,899,10239,37353,2442,1670,82.6,9.9,48970204,13614220,46847718,13015837,7444816,5108539,230372,3,396,19,354,4734,12,225,2453,4,2931,48853,26003,22850,979,587,392,26710,9543,17167,5264,11134,31975,15,10,87635,3665,1292,789,9,3,77,36,189,44,163,24,2608
R21204,äÚïååß,ëΩé°å©és,110441,53378,57063,109041,52797,56244,13655,7039,6616,65654,32452,33202,30728,13665,17063,13754,5500,8254,1235,666,1181,2683,3121,41446,41382,108663,27611,8993,11521,6186,3981,420,163,9125,4676,5174,6,480,752,6,45,111,1354,92,199,214,587,401,205,387,31,255,45,6,1236,3932,44663,68,2530,7306,183,294,2586,10096,1208,739,1031,4038,2390,1950,6058,607,2247,1288,68,9880,34715,72,288,87.8,-1.9,37741194,15049251,34535820,13015125,3187581,4430113,44238,10,1081,13,320,5548,9,211,2846,4,2540,54815,30463,24352,1959,1296,663,37631,13311,24320,293,16394,36422,10,3,109014,2928,790,500,13,4,83,50,278,73,244,14,1710
R21205,äÚïååß,ä÷és,89153,43422,45731,87788,42858,44930,12044,6148,5896,52612,26333,26279,24347,10831,13516,11867,4637,7230,1290,526,1044,2111,2364,32827,32726,86933,19327,8254,7965,4321,2811,330,119,47233,8998,5321,30,478,1353,6,13,68,1127,57,180,136,532,396,189,370,43,297,44,31,1832,3458,47555,203,2497,17324,125,26,1856,7556,691,503,567,3493,1913,2499,5285,687,1457,869,206,19822,27527,1050,1510,90.4,4.6,39804783,13383405,37330396,11137334,2923278,4967032,107921,7,849,19,359,4933,9,204,2502,3,2217,45866,25290,20576,1638,1072,566,28799,10461,18338,902,19379,25063,1,6,87685,1350,849,434,10,2,69,34,171,52,126,19,2092
R21206,äÚïååß,íÜí√êÏés,78883,38354,40529,78005,37974,40031,10320,5348,4972,43890,22337,21553,24383,10474,13909,13097,5028,8069,759,524,1061,1516,1976,28438,28376,77557,15830,6838,7364,4016,3021,305,108,67645,14621,4329,47,556,640,8,24,71,954,47,162,137,568,331,166,311,46,211,38,49,1206,3074,39417,606,2649,12935,122,106,1147,6547,457,481,697,3145,1351,1766,4586,668,1404,691,611,15638,23168,2393,2556,93.2,10.5,41643857,10778122,38379115,10579153,5108744,3582570,107946,10,730,19,313,4078,12,197,2102,5,1870,40093,22354,17739,979,655,324,26113,9177,16936,2153,15860,20873,13,2,77579,13911,742,450,7,3,54,31,100,48,114,23,1672
R21207,äÚïååß,î¸îZés,20760,9962,10798,20367,9817,10550,2350,1166,1184,11789,5889,5900,6608,2896,3712,3400,1324,2076,376,117,305,394,544,7508,7502,20503,4187,1715,2106,1145,756,54,28,11701,2467,1338,7,130,378,1,2,16,268,15,37,33,126,97,38,63,13,92,19,10,508,820,11073,59,568,5064,5,128,341,1328,141,62,178,627,368,347,1035,122,339,319,101,5632,5340,176,403,94.1,10.8,10078879,3026208,9617212,2655759,1573454,1263059,49730,1,97,5,84,987,2,45,477,1,585,10804,5905,4899,409,287,122,7100,2540,4560,215,5167,5301,8,1,20156,349,209,103,3,1,17,10,28,16,38,6,496
R21208,äÚïååß,êêòQés,38730,18622,20108,37943,18241,19702,4673,2469,2204,22541,11354,11187,11404,4750,6654,5972,2159,3813,728,261,478,1155,1249,13904,13833,36986,7917,3449,3445,1737,1473,142,48,17486,5243,1963,15,191,314,4,8,29,466,17,55,61,246,173,82,159,19,110,14,15,505,1443,15316,198,887,3332,53,36,255,2971,186,144,203,1579,1316,674,2368,151,628,335,198,4219,10899,331,889,88.8,4.3,16810100,4965023,15865913,4544721,1357343,2321011,150501,9,475,7,126,1742,6,109,1094,3,2360,18975,10287,8688,675,456,219,13788,5096,8692,461,5894,12267,6,1,37807,4542,343,210,4,2,34,20,82,32,60,9,529
R21209,äÚïååß,âHìáés,67337,33007,34330,66378,32637,33741,9443,4884,4559,40602,20191,20411,16939,7722,9217,7518,3064,4454,729,415,716,1666,1783,23948,23872,66434,14282,5593,5584,2846,1856,245,112,5366,5366,2972,4,303,618,3,11,52,663,33,96,95,317,228,105,188,14,223,19,4,921,2047,24583,12,2010,5143,24,381,1166,4743,336,625,527,2382,1280,1067,2772,295,1360,460,12,7153,17418,947,1090,96.2,5,21598901,9097972,20886935,7916805,2270708,1846464,0,3,653,8,198,3643,4,123,1879,1,557,33504,18736,14768,1181,754,427,20376,7139,13237,734,10399,20320,2,1,67092,4405,445,277,7,1,41,37,83,56,91,11,1583
R21210,äÚïååß,åbìﬂés,51073,24673,26400,50592,24456,26136,6364,3314,3050,28033,14256,13777,16620,7057,9563,8988,3369,5619,467,297,705,1094,1295,18106,18055,50102,9672,4354,4734,2468,2145,161,68,50424,11465,2908,29,312,351,8,11,69,637,44,109,103,372,243,128,223,38,186,42,29,666,2213,26005,338,1521,6984,64,60,782,4236,360,262,548,2383,1414,1184,3320,377,1461,694,338,8522,17145,1897,1721,86,6,28606113,7183308,27186116,7412152,1608360,3345817,249770,1,193,14,219,2532,8,121,1303,3,1303,25767,14330,11437,760,512,248,17879,6328,11551,1435,9108,14980,13,1,49703,6870,499,304,5,2,39,21,58,33,56,17,993
R21211,äÚïååß,î¸îZâ¡ñŒés,55384,27362,28022,51477,25433,26044,8511,4294,4217,33964,17227,16737,12349,5500,6849,6089,2399,3690,3546,437,479,1711,1672,20501,20472,54300,12020,5505,3940,2114,1452,250,83,7481,4523,2575,13,269,302,6,14,59,548,39,131,84,360,221,118,204,20,162,25,13,571,1991,25480,133,1469,6060,270,76,1025,3773,464,355,488,2417,1451,1412,3969,353,1149,616,133,7529,17818,735,830,91.5,6.2,22948639,8431965,21662303,6821513,2928936,2740629,15477,3,602,9,237,3600,3,104,1711,3,2447,28222,15847,12375,1009,634,375,15969,5620,10349,845,11024,15390,0,2,56183,2103,453,288,6,2,35,26,159,46,118,14,1445
R21212,äÚïååß,ìyäÚés,57827,27812,30015,56423,27202,29221,7118,3647,3471,33018,16514,16504,17548,7587,9961,8894,3493,5401,1291,325,735,1332,1428,21039,21011,56872,12827,4726,5923,3029,2343,164,68,11602,3692,3574,5,310,959,5,12,74,933,26,74,86,343,238,102,214,25,147,20,5,1270,2299,27538,41,1463,8464,61,51,1143,5977,269,208,669,2107,944,1082,3165,310,1151,430,41,9930,17567,102,390,92.3,5.3,23740904,7868625,22798871,7468827,3584357,2149768,54150,7,588,8,186,2957,6,116,1416,3,1151,29455,16002,13453,987,659,328,19534,7133,12401,207,10811,17751,10,1,56938,6226,628,274,4,2,35,25,93,32,100,12,882
R21213,äÚïååß,äeñ±å¥és,144690,71167,73523,142257,69972,72285,20266,10340,9926,85901,43196,42705,38131,17354,20777,16574,6990,9584,2226,1083,1359,4573,4404,53470,53408,142362,33804,12483,13675,7536,4378,633,223,8781,6953,5851,11,509,990,10,30,111,1333,69,179,208,750,530,277,427,31,346,36,11,1503,4337,66225,72,2764,20883,183,277,2149,10931,726,641,1359,6010,2645,2780,6205,455,4924,3198,72,23670,42483,681,1263,91.8,1.3,51158469,21831207,48705407,16807854,4794774,7597764,0,13,2517,17,460,8216,8,270,4048,3,2524,70242,40425,29817,2515,1634,881,49122,17291,31831,945,23462,43795,3,2,144468,7236,1078,638,18,5,107,63,212,97,285,16,1601
R21214,äÚïååß,â¬éôés,98695,48636,50059,93522,46116,47406,13756,7055,6701,59429,29637,29792,25000,11681,13319,10193,4311,5882,4908,637,841,2806,2869,37171,37140,97597,24064,8593,9472,5395,2882,410,131,8757,5382,3644,11,366,331,8,19,55,821,61,163,167,506,390,215,274,26,199,31,11,698,2935,43192,122,1868,13392,140,92,1449,6690,661,536,700,3754,2495,1832,4129,439,4335,557,122,15261,27809,649,966,94.3,0.1,34043678,14585756,32793087,11021598,7214568,4082269,0,9,1937,12,363,5707,6,205,2960,3,1990,48566,27601,20965,1812,1164,648,32011,11456,20555,674,17474,28681,15,3,99282,3473,643,433,21,4,65,39,118,53,113,10,1449
R21215,äÚïååß,éRåßés,27114,13019,14095,26669,12899,13770,3055,1577,1478,15503,7619,7884,8544,3818,4726,4127,1631,2496,442,123,341,507,642,9640,9614,26362,5796,2091,2880,1585,1046,66,18,22198,3554,1467,33,245,376,1,1,14,275,9,16,30,99,92,46,85,15,116,13,33,622,812,11080,464,945,3949,12,4,204,1621,123,50,94,533,359,464,1499,121,375,259,464,4898,5718,430,795,92.4,13.9,13201682,3016349,12969598,3694174,1095159,1250052,6414,1,266,9,115,1237,3,57,713,1,374,13881,7598,6283,523,367,156,9558,3423,6135,471,5618,7625,15,3,26454,2640,221,81,3,1,22,10,42,15,35,7,584
R21216,äÚïååß,êêï‰és,54354,27181,27173,52573,26376,26197,8755,4551,4204,34554,17536,17018,10557,4793,5764,4492,1843,2649,1618,558,397,2229,2110,21011,20989,53836,12263,6257,3663,1907,1210,323,88,2819,2819,1940,10,211,240,2,7,67,408,30,158,67,200,167,81,118,7,154,11,11,452,1477,18742,108,1295,3981,21,13,1331,3744,365,434,248,1417,699,1042,1618,83,1683,648,118,5278,13346,589,551,87.2,1.6,18460316,7047469,17619602,6488339,1733109,2523373,0,1,256,7,198,3525,3,99,1612,0,0,26730,15178,11552,1133,702,431,16074,5764,10310,580,7992,17224,2,2,55033,882,302,190,11,1,31,20,37,235,72,10,1286
R21217,äÚïååß,îÚëÀés,24696,11791,12905,24590,11765,12825,2866,1443,1423,12589,6409,6180,9237,3935,5302,5143,1971,3172,104,130,329,404,656,8509,8489,24131,4392,1817,2506,1347,1046,75,21,79253,6368,1560,28,199,164,11,5,29,346,17,30,48,227,141,60,112,21,95,21,32,365,1163,11580,216,1095,3395,79,48,384,1487,140,46,329,952,388,462,1396,153,539,390,288,4499,6793,656,967,91.7,13.6,20629751,3459063,19609391,4018255,2366198,1539317,92012,0,0,6,83,1084,3,56,632,2,555,12581,6926,5655,264,184,80,8950,3218,5732,1064,4128,7359,6,2,23857,1132,278,164,0,3,24,7,23,10,24,6,658
R21218,äÚïååß,ñ{ëÉés,33995,16534,17461,33681,16410,17271,4849,2493,2356,19665,9846,9819,9442,4176,5266,4395,1721,2674,296,206,390,839,940,11346,11321,33109,7039,2046,2920,1598,929,86,44,37465,5519,1560,30,193,191,1,7,19,406,16,38,30,181,137,66,103,13,113,14,32,384,1144,14711,269,1030,3989,18,26,382,3284,143,176,166,1350,764,956,1233,101,503,295,295,5019,9397,1122,687,84.8,5.4,17073505,5310341,16105663,3969974,1842680,2446447,788,9,768,8,143,1984,4,89,1096,2,1437,17002,9551,7451,525,343,182,11162,3898,7264,1316,5013,10153,4,1,33507,1234,337,163,6,0,24,12,24,17,32,8,227
R21219,äÚïååß,åSè„és,42090,20396,21694,41730,20255,21475,5218,2667,2551,22222,11334,10888,14604,6362,8242,8534,3376,5158,342,255,670,641,1023,14610,14552,40952,7366,3328,3900,2101,1714,129,39,103075,10619,3054,46,424,388,3,11,43,650,36,62,74,479,258,145,162,37,195,31,49,819,2186,21157,468,2145,4636,73,77,688,3579,333,238,336,2055,1029,969,2621,536,665,648,502,6808,13847,1648,2316,87.7,12.7,32547096,5057831,31492239,6101581,4083272,3388433,86361,5,206,22,254,2070,8,115,1073,2,985,21501,11964,9537,455,308,147,14769,5372,9397,1413,7351,12645,34,7,40820,1764,533,325,3,4,27,14,68,16,64,14,984
R21220,äÚïååß,â∫òCés,33585,16008,17577,33241,15861,17380,3830,1985,1845,17160,8618,8542,12560,5379,7181,7139,2800,4339,342,183,581,546,830,12140,12098,32763,5614,3290,3248,1796,1560,86,34,85121,8593,2378,31,327,234,7,10,32,522,24,88,55,368,238,102,167,30,110,27,34,564,1780,17362,326,1744,3259,205,39,403,2909,229,153,196,2879,853,673,1672,322,944,524,347,5014,12001,657,1432,88.5,13.3,25085367,4707247,24343427,5059265,2709221,2248206,8995,0,0,13,176,1532,6,89,792,1,596,17107,9193,7914,338,234,104,12183,4523,7660,893,4938,11145,13,5,32399,1751,424,249,0,2,28,16,53,21,48,9,608
R21221,äÚïååß,äCí√és,35206,17154,18052,34759,16960,17799,4062,2039,2023,20889,10454,10435,10246,4653,5593,4692,1869,2823,442,158,444,529,805,11513,11481,34630,6639,1961,3098,1519,850,84,47,11203,8172,1756,13,168,311,3,3,38,447,17,41,40,165,129,62,124,26,147,19,14,481,1261,14588,125,940,4495,21,8,583,2907,221,177,123,1032,473,679,1678,184,493,430,129,5450,9009,720,1012,92.7,10.9,16484521,4253768,15713143,4444796,2238814,2460147,8377,0,0,10,140,1639,3,68,904,1,552,18765,10327,8438,660,467,193,11373,4135,7238,1365,6323,10451,2,3,34019,676,380,143,2,1,25,14,36,19,34,12,624
R21302,äÚïååß,äÚìÏí¨,24622,12004,12618,24092,11820,12272,3695,1889,1806,15425,7596,7829,5311,2424,2887,2293,963,1330,415,317,194,1320,1336,9560,9547,24297,5601,2773,1796,898,662,187,55,791,791,1501,1,126,287,1,6,50,368,13,150,34,126,105,39,78,4,108,5,1,413,1087,14973,4,1014,2765,7,24,1611,3986,144,387,171,1303,743,343,1017,48,1211,195,4,3779,11190,133,241,89.2,3.7,9244040,3993262,8791040,3069495,808211,2208075,0,0,0,3,89,1470,1,40,595,1,359,12534,6977,5557,547,369,178,6770,2238,4532,221,3651,8059,1,1,25142,565,221,108,8,0,24,14,26,20,28,6,627
R21303,äÚïååß,ä}èºí¨,22750,10662,12088,22517,10568,11949,3118,1575,1543,13423,6427,6996,6157,2623,3534,2993,1172,1821,200,196,242,883,945,8191,8171,21741,4974,2007,1965,992,816,95,32,1030,1030,996,1,68,202,1,4,19,266,8,36,25,71,85,37,74,5,84,10,1,270,725,9912,10,308,2700,2,9,574,1710,126,115,105,386,382,354,2292,179,337,323,10,3008,6894,171,219,90.3,6,7835909,2788990,7440136,2488805,735039,1328662,0,2,353,3,69,1150,1,37,585,1,1164,11012,6140,4872,425,280,145,7809,2454,5355,112,3163,7464,2,0,22640,1657,183,51,1,2,19,11,152,15,90,4,372
R21341,äÚïååß,ó{òVí¨,29029,14139,14890,28732,13999,14733,3622,1871,1751,16999,8514,8485,8381,3735,4646,3850,1509,2341,288,139,342,486,713,9378,9366,28710,5391,1586,2438,1172,825,70,39,7229,5400,1217,15,156,196,2,3,32,308,8,11,17,110,84,45,77,16,114,21,16,353,848,11641,162,894,3589,6,15,571,2225,135,34,54,933,310,469,1323,116,571,224,163,4492,6986,725,406,88.7,7.7,10940901,3489350,10588584,3710458,913955,1374806,0,0,0,7,113,1465,2,58,801,1,709,14583,8176,6407,619,402,217,9943,3553,6390,499,5549,8377,11,1,27978,3486,236,81,5,1,14,11,37,19,38,11,700
R21361,äÚïååß,êÇà‰í¨,27556,13509,14047,26940,13189,13751,3742,1957,1785,15973,8021,7952,7802,3502,4300,3659,1451,2208,598,159,314,623,722,9374,9350,26664,5619,1977,2369,1204,852,90,29,5709,2418,1023,9,134,166,1,2,24,214,9,18,26,88,94,45,84,14,86,9,9,300,714,10972,89,743,4141,9,7,436,1453,83,67,68,648,278,412,1674,114,541,209,89,4884,5999,382,372,79.7,2.8,9305294,3691467,8893982,3703503,926565,997805,0,7,57,7,120,1562,2,60,811,1,326,13083,7323,5760,606,408,198,9852,3650,6202,239,5415,7266,6,1,27304,1188,175,70,3,1,15,12,34,18,24,8,843
