SSDSE-A-2021,prefecture,municipality,A1101,A110101,A110102,A1102,A110201,A110202,A1301,A130101,A130102,A1302,A130201,A130202,A1303,A130301,A130302,A1419,A141901,A141902,A1700,A4101,A4200,A5101,A5102,A7101,A710101,A710201,A810102,A810105,A811102,A8201,A8301,A9101,A9201,B1101,B1103,C2108,C210832,C210833,C210835,C210836,C210837,C210838,C210839,C210840,C210841,C210844,C210845,C210846,C210847,C210848,C210849,C210850,C210851,C210852,C2208,C220832,C220833,C220835,C220836,C220837,C220838,C220839,C220840,C220841,C220844,C220845,C220846,C220847,C220848,C220849,C220850,C220851,C220852,C310201,C310202,D2203,D2211,D3201,D320101,D3203,D320303,D320308,D320310,D320311,E1101,E1501,E2101,E2401,E2501,E3101,E3401,E3501,E3901,E3904,E3905,E3906,E4101,E4501,F1102,F110201,F110202,F1107,F110701,F110702,F1108,F110801,F110802,F2201,F2211,F2221,G1201,G1401,H5507,H550701,H6130,H6131,H6132,I510120,I5102,I5103,I6100,I6200,I6300,J2503,J2506
R30208,òaâÃéRåß,ãIÇÃêÏés,62616,29515,33101,62297,29359,32938,7526,3840,3686,36199,17572,18627,18663,8013,10650,9278,3541,5737,233,332,830,1182,1619,23457,23422,61649,14742,5300,6243,3479,2864,228,117,22821,12029,2251,31,1,1,233,246,2,5,55,611,20,56,64,186,214,86,223,22,195,18891,324,6,24,1135,4825,28,23,1062,4137,218,245,194,1025,900,500,3203,296,746,2903,1125,91.6,8.5,30114819,6609370,29129185,10117461,1970311,2410743,285832,2,145,17,273,2989,7,136,1384,0,0,0,0,2,1220,31096,16934,14162,1384,929,455,21058,7034,14024,5704,6624,18052,16,2,62822,17653,497,164,7,4,64,26,138,37,116,15,1693
R30209,òaâÃéRåß,ä‚èoés,53452,25718,27734,52764,25384,27380,8065,4138,3927,33537,16222,17315,11180,4993,6187,4581,1832,2749,221,411,441,1764,1702,20774,20744,52401,13699,5341,4173,2278,1853,245,115,3851,2364,1506,2,1,2,122,75,2,5,24,407,21,69,51,207,186,79,158,5,90,14326,8,10,37,654,1706,19,58,681,3650,315,286,275,2026,1060,552,2272,235,482,493,329,86.2,3.7,17821114,5847766,17277874,7023084,1581823,2036345,78335,2,453,6,184,3031,2,100,1446,0,0,0,0,1,907,25065,13975,11090,1277,799,478,16814,5579,11235,800,5819,17681,5,2,53796,7004,357,184,11,3,41,21,74,29,77,7,1238
R30304,òaâÃéRåß,ãIî¸ñÏí¨,9206,4223,4983,9186,4212,4974,707,358,349,4433,2207,2226,4065,1658,2407,2321,819,1502,20,24,172,138,210,3762,3755,8809,2199,1053,1310,795,781,19,13,12834,3175,523,4,1,0,76,89,0,0,7,153,6,2,10,38,34,12,33,10,48,2844,57,1,0,317,819,0,0,158,491,18,4,16,180,144,38,355,82,164,423,351,97.6,9.3,7123196,823205,6761211,1478686,602782,403052,61713,0,0,5,35,279,3,24,113,0,0,0,0,2,66,4315,2355,1960,161,120,41,4016,1385,2631,573,1157,2581,3,0,8967,3020,132,31,0,1,15,3,25,3,20,2,175
R30341,òaâÃéRåß,Ç©Ç¬ÇÁÇ¨í¨,16992,7867,9125,16921,7842,9079,1792,917,875,8936,4359,4577,6242,2575,3667,3321,1208,2113,70,80,283,283,405,6315,6306,16644,3657,1515,1937,1067,1042,56,21,15169,5159,812,12,0,1,94,103,3,2,16,205,7,33,19,85,72,14,77,9,60,6239,206,0,6,542,1641,43,18,439,1068,84,62,55,471,273,31,1040,92,168,1025,294,100.5,12.6,10139199,2014820,9789925,2684077,1098523,869347,239576,2,35,5,75,717,2,38,357,0,0,0,0,2,873,8565,4618,3947,314,204,110,6222,2075,4147,2028,1800,4613,11,2,17046,4553,178,68,1,1,18,10,30,14,39,2,441
R30343,òaâÃéRåß,ã„ìxéRí¨,4377,2016,2361,4368,2012,2356,361,184,177,2169,1057,1112,1845,775,1070,1015,393,622,6,11,97,59,108,1649,1646,4243,947,413,594,318,321,8,6,4415,1127,181,3,1,0,29,20,0,0,3,51,3,5,4,13,13,1,16,3,16,1077,92,1,0,152,142,0,0,28,163,9,13,4,46,25,3,334,25,40,261,89,98.6,14.6,3332343,418427,3279892,713314,302405,302324,40509,2,13,3,17,160,2,19,91,0,0,0,0,0,0,2141,1146,995,79,59,20,1736,597,1139,435,381,1187,8,0,4287,808,45,8,0,0,4,0,9,0,6,1,73
R30344,òaâÃéRåß,çÇñÏí¨,3352,1745,1607,3340,1738,1602,242,123,119,1798,1082,716,1304,533,771,769,296,473,11,12,61,102,133,1468,1460,3129,662,622,410,244,309,10,4,13703,754,355,2,0,0,28,29,1,1,8,119,3,6,4,49,14,6,13,3,69,2247,19,0,0,128,149,3,21,90,433,21,10,12,173,74,164,81,22,847,37,85,97.7,6.5,23208059,345554,23002708,587972,233486,220201,244667,0,0,3,16,97,2,14,37,0,0,0,0,1,120,1734,983,751,44,34,10,1280,571,709,56,208,1433,1,0,3095,298,116,43,0,0,5,2,4,2,13,0,0
R30361,òaâÃéRåß,ìíêÛí¨,12200,5705,6495,12159,5693,6466,1445,750,695,6738,3266,3472,4000,1678,2322,2041,757,1284,34,57,160,257,362,4755,4748,11883,2780,1312,1276,695,760,40,24,2079,1320,799,4,0,0,78,64,0,5,11,264,12,36,10,99,70,22,54,8,62,4533,48,0,0,376,489,0,21,110,1386,153,61,25,386,203,61,841,174,199,351,59,88.1,9.9,12239221,1121400,11736168,2135318,541636,487133,73828,1,79,5,68,562,1,31,306,0,0,0,0,1,559,5792,3134,2658,270,182,88,4449,1507,2942,902,1304,3491,6,1,12131,1963,219,82,2,1,14,6,32,8,23,4,334
R30362,òaâÃéRåß,çLêÏí¨,7224,3379,3845,7192,3359,3833,915,476,439,4018,1943,2075,2276,951,1325,1143,425,718,27,29,100,126,170,2503,2499,7077,1391,551,623,330,329,25,11,6533,1701,305,6,0,0,51,30,1,0,11,77,1,18,7,19,22,7,20,7,28,1820,95,0,0,236,450,5,0,71,294,1,20,27,87,53,42,310,36,93,350,116,90.9,5.4,4358576,747403,4113152,1150615,367484,459541,54708,1,27,5,46,383,2,29,169,0,0,0,0,0,0,3341,1814,1527,161,113,48,2499,823,1676,832,759,1710,4,0,7100,1650,60,14,0,0,4,2,3,4,5,2,196
R30366,òaâÃéRåß,óLìcêÏí¨,26361,12379,13982,26273,12337,13936,3387,1718,1669,14546,7097,7449,8370,3526,4844,4848,1872,2976,62,193,396,603,662,9426,9408,25612,5605,2086,2430,1424,1316,90,47,35184,8263,1399,20,0,0,220,94,3,3,35,416,9,38,33,164,100,38,95,14,117,9475,189,0,0,1102,1578,9,25,552,2276,83,143,90,768,377,102,1501,240,440,1959,509,93,12.6,16042010,2995090,15459304,3860064,1192243,1151682,415531,0,0,13,124,1347,5,76,666,0,0,0,0,2,336,13860,7508,6352,356,236,120,8544,2799,5745,3701,2751,7182,22,2,26688,10583,359,143,5,2,26,14,43,17,49,7,767
R30381,òaâÃéRåß,î¸ïlí¨,7480,3445,4035,7447,3426,4021,822,406,416,4150,2032,2118,2495,999,1496,1341,484,857,31,44,119,234,309,2964,2949,6970,1800,842,821,491,472,25,14,1277,684,338,1,0,0,48,26,0,0,5,71,6,24,9,38,47,14,27,5,17,1807,21,0,0,166,217,0,0,49,266,42,70,18,119,143,47,573,18,58,98,64,96.6,6.2,4113507,616629,3968916,1052200,401105,319437,0,0,0,2,32,294,1,17,167,0,0,0,0,0,0,3310,1806,1504,123,84,39,3166,1118,2048,233,681,2362,5,1,7306,676,61,32,0,1,8,1,23,1,22,2,158
R30382,òaâÃéRåß,ì˙çÇí¨,7641,3617,4024,7628,3612,4016,1194,636,558,4196,2061,2135,2248,919,1329,1237,457,780,13,63,101,249,212,2782,2778,7481,1823,544,738,425,336,29,12,4619,1393,274,4,1,0,45,23,0,0,5,73,2,9,7,25,23,14,21,6,16,1404,26,60,0,155,178,0,0,37,333,2,22,13,103,54,32,264,36,89,381,172,95.2,7.6,4161595,716198,3856028,1315861,157546,364142,18574,0,0,3,42,506,1,22,222,0,0,0,0,0,0,3658,2005,1653,112,75,37,2654,893,1761,542,764,2340,4,0,7917,1127,57,13,0,0,4,3,4,3,8,3,272
R30383,òaâÃéRåß,óRó«í¨,5837,2858,2979,5817,2843,2974,632,336,296,3147,1639,1508,2055,880,1175,1085,415,670,20,18,112,154,177,2223,2210,5540,1277,590,667,373,385,16,6,3094,1225,350,1,1,0,39,26,1,0,11,83,3,15,9,45,38,8,26,9,35,2044,14,6,0,167,559,1,0,100,273,17,21,20,185,77,35,438,54,77,185,110,92.7,12.2,3770463,740454,3680035,929123,507458,277370,176190,0,0,3,36,257,1,12,100,0,0,0,0,0,0,2768,1580,1188,108,74,34,2302,851,1451,460,705,1596,3,0,5925,628,62,25,0,0,5,3,2,3,0,1,131
R30390,òaâÃéRåß,àÛìÏí¨,8068,3783,4285,8054,3780,4274,1021,523,498,4262,2064,2198,2785,1196,1589,1441,543,898,14,49,121,151,185,2918,2914,7968,1705,616,885,529,438,23,5,11362,3245,382,8,0,0,71,30,0,0,7,114,5,7,5,31,41,6,20,11,26,2379,56,0,0,288,721,0,0,76,446,22,8,20,97,176,41,274,73,81,678,195,78.2,7.4,5749208,916991,5614384,1230166,841983,692398,104860,0,0,4,54,397,4,47,225,0,0,0,0,0,0,4171,2271,1900,136,91,45,2728,893,1835,1339,839,1969,6,0,8332,2191,101,23,0,0,6,2,5,2,7,1,214
R30391,òaâÃéRåß,Ç›Ç»Ç◊í¨,12742,6062,6680,12681,6054,6627,1759,897,862,7124,3506,3618,3850,1653,2197,2071,818,1253,57,68,179,230,341,4421,4412,12578,2447,945,1114,559,509,32,11,12028,3905,680,5,1,0,103,117,0,1,10,201,5,19,11,54,48,16,37,10,42,4809,67,8,0,450,1788,0,3,197,1017,51,32,49,353,124,51,429,77,113,1301,104,88.7,12.8,9943062,1547910,9171763,1950442,1491916,1053574,152108,2,41,5,62,629,3,44,373,0,0,0,0,1,543,7275,3872,3403,133,93,40,3525,1173,2352,2648,1462,3140,5,2,12850,670,158,40,1,0,11,4,11,5,13,4,212
R30392,òaâÃéRåß,ì˙çÇêÏí¨,9776,4628,5148,9737,4603,5134,1217,641,576,5197,2612,2585,3360,1374,1986,1963,716,1247,39,60,158,258,325,3650,3644,9443,2164,890,1039,583,564,42,13,33159,4232,434,8,1,0,109,32,1,1,9,83,3,7,8,37,36,18,25,11,45,2907,148,34,0,528,808,3,8,71,297,25,28,33,192,110,40,393,61,128,693,324,90.1,12,9309550,1151496,9101162,1697034,996881,636836,248129,0,0,9,90,481,5,60,323,0,0,0,0,2,193,4972,2734,2238,158,121,37,3423,1130,2293,1261,1039,2665,3,0,9970,849,77,25,0,0,10,2,7,2,4,3,275
R30401,òaâÃéRåß,îíïlí¨,21533,9933,11600,21415,9886,11529,2272,1125,1147,11245,5523,5722,7934,3240,4694,4192,1546,2646,91,103,364,652,787,9538,9508,20575,5340,3388,2647,1538,1701,73,31,20098,3825,1079,3,5,0,116,61,1,3,14,245,5,50,31,284,84,16,75,11,75,8993,29,78,0,480,772,8,76,322,1482,51,203,158,2530,292,302,1445,114,651,340,303,94,7.7,11686712,3155591,11537074,3349310,862069,762346,189354,2,56,9,114,913,4,52,407,0,0,0,0,0,0,9842,5220,4622,433,288,145,8492,3053,5439,540,1731,7400,17,1,21448,1015,207,157,2,2,18,8,39,10,21,6,487
R30404,òaâÃéRåß,è„ïxìcí¨,14989,7118,7871,14909,7087,7822,2125,1092,1033,9090,4413,4677,3699,1579,2120,1792,693,1099,40,115,177,570,542,6017,5996,14530,3889,1599,1345,764,716,70,43,5737,2084,540,2,1,0,66,49,0,0,14,143,5,15,13,65,47,15,58,6,41,4692,56,16,0,352,1076,0,0,251,993,46,93,49,227,302,33,960,55,183,346,269,88.3,14.1,6087433,1679936,5927668,1985407,348000,913499,48627,1,125,5,81,892,1,33,397,0,0,0,0,1,647,7245,3917,3328,249,154,95,4755,1650,3105,571,1594,4932,9,1,15586,1566,109,55,2,1,11,6,17,9,24,2,318
R30406,òaâÃéRåß,Ç∑Ç≥Ç›í¨,4127,1966,2161,4114,1962,2152,350,209,141,1844,958,886,1933,799,1134,1162,437,725,13,7,91,79,112,1927,1923,3973,1084,707,648,386,501,12,6,17445,1272,282,2,1,0,42,29,0,0,4,70,3,11,1,31,43,5,12,4,24,1349,3,8,0,217,231,0,0,38,236,17,50,3,121,83,17,214,37,74,94,114,94.7,6.7,4485633,404406,4426197,808536,293414,340741,30013,0,0,2,22,136,1,12,64,0,0,0,0,0,0,1692,965,727,80,60,20,1988,722,1266,214,375,1099,3,0,3949,1066,53,20,0,1,7,2,9,4,2,2,79
R30421,òaâÃéRåß,ìﬂíqèüâYí¨,15682,7182,8500,15585,7159,8426,1620,811,809,7738,3771,3967,6315,2593,3722,3316,1245,2071,97,68,260,307,448,7296,7284,15317,4291,2513,2276,1391,1602,36,22,18331,2276,1032,2,1,0,70,47,0,1,10,352,11,37,28,208,101,22,62,17,63,5945,26,22,0,313,307,0,1,186,1452,82,66,82,1216,361,51,927,258,595,138,177,94.2,6.4,9170637,1475191,9019849,2486823,527883,428952,183913,0,0,6,83,603,4,47,299,0,0,0,0,0,0,6833,3688,3145,361,250,111,6844,2421,4423,353,996,5458,13,1,15285,4104,281,166,2,2,11,12,25,14,20,7,392
R30422,òaâÃéRåß,ëæíní¨,3087,1395,1692,3080,1394,1686,265,135,130,1535,745,790,1287,515,772,751,269,482,7,15,70,83,91,1384,1379,2904,840,470,444,268,304,3,2,581,248,158,0,2,0,17,12,0,0,1,38,2,11,2,19,20,9,14,2,9,698,0,32,0,33,78,0,0,2,125,9,17,7,101,47,22,151,16,58,4,11,95.2,4.1,2585096,216537,2487704,801080,139913,159749,12940,0,0,1,13,80,1,10,53,0,0,0,0,0,0,1313,714,599,70,52,18,1429,488,941,94,180,1031,1,0,3134,644,33,10,0,0,2,2,1,2,2,1,33
R30424,òaâÃéRåß,å√ç¿êÏí¨,2826,1275,1551,2816,1270,1546,221,115,106,1116,567,549,1489,593,896,919,326,593,10,6,75,55,85,1378,1374,2690,756,532,485,313,394,6,3,29423,1316,151,2,1,0,30,9,0,0,0,44,1,3,4,14,11,5,8,7,12,709,64,10,0,97,60,0,0,0,121,2,6,20,57,24,5,191,23,29,70,127,85.7,5.6,3379005,197412,2970259,619694,319639,216105,65734,0,0,3,25,90,2,21,87,0,0,0,0,0,0,1040,572,468,46,38,8,1516,548,968,144,140,752,6,0,2759,1126,40,6,0,0,7,1,4,1,1,1,51
R30427,òaâÃéRåß,ñkéRë∫,446,200,246,445,199,246,34,18,16,198,105,93,214,77,137,140,44,96,1,2,10,15,12,239,238,437,124,103,79,54,62,2,2,4820,372,31,1,0,0,7,3,0,0,0,6,0,1,0,3,5,0,1,2,2,156,10,0,0,42,14,0,0,0,10,0,1,0,12,31,0,24,9,3,3,15,97.3,2.8,2733642,74592,2603316,196218,98653,66288,20842,0,0,1,8,21,1,5,3,0,0,0,0,0,0,174,103,71,11,6,5,227,73,154,20,31,122,0,0,444,67,5,1,0,0,1,0,1,0,0,0,0
R30428,òaâÃéRåß,ã¯ñ{í¨,16558,7771,8787,16352,7683,8669,1506,773,733,7913,3974,3939,7112,3008,4104,3727,1384,2343,54,64,310,335,512,7797,7786,15972,4367,2848,2452,1463,1840,40,19,13567,2195,1020,6,15,0,101,53,2,6,16,292,14,33,23,132,150,26,67,23,61,4991,92,141,0,368,336,17,10,132,1288,132,80,49,470,372,86,997,180,241,93,209,91.9,9.3,10769216,1398810,10413877,2713595,827084,801155,136492,1,37,9,91,581,4,54,201,0,0,0,0,1,266,6748,3772,2976,343,249,94,7852,2915,4937,588,826,5282,17,1,16330,3631,252,91,1,3,15,6,29,11,27,2,312
R31201,íπéÊåß,íπéÊés,193717,94151,99566,191670,93152,98518,25742,13206,12536,115038,58461,56577,51027,21244,29783,26541,9520,17021,1140,1320,2247,3956,4487,75941,75723,187743,39536,24839,15665,7502,7240,831,292,76531,21271,9018,81,5,2,729,525,8,121,149,2289,221,573,361,1137,897,274,795,104,746,83868,743,74,7,5705,11626,289,1547,3517,17238,3200,1763,1988,7842,3639,3799,13292,801,6794,4214,2565,87.8,10.8,100818251,23737535,98272345,33550262,8486065,8873225,1135784,11,872,42,796,9691,17,438,5020,3,74,391,204,10,5193,93021,50229,42792,4128,2767,1361,63406,23629,39777,5219,19037,64810,63,4,188508,5230,1730,963,24,10,168,98,536,136,423,48,6002
R31202,íπéÊåß,ïƒéqés,149313,70628,78685,147341,69870,77471,20163,10224,9939,86473,42567,43906,40569,16801,23768,20491,7427,13064,948,1253,1711,4528,4887,60037,59890,144666,32330,19735,12556,6345,6550,784,248,13242,10208,6955,30,3,0,560,306,5,66,139,1918,174,367,318,992,718,197,623,55,484,68732,255,37,0,4796,7138,223,952,4683,14719,1946,1448,1719,7507,2819,2596,12019,996,4879,1818,1147,91,10.6,67300839,18810246,66313504,24813436,5581390,5189391,52442,8,1155,23,562,7976,13,343,4131,0,0,0,0,9,4927,71479,38243,33236,2849,1810,1039,47556,16737,30819,2451,14219,51799,30,1,148498,12701,1325,819,25,11,164,75,883,106,437,43,4082
R31203,íπéÊåß,ëqãgés,49044,23106,25938,48761,22998,25763,6208,3239,2969,27190,13436,13754,15488,6322,9166,8392,2937,5455,216,351,703,1145,1352,18548,18457,46521,9899,5496,4444,2191,2427,191,60,27206,8734,2881,27,3,1,248,151,4,21,34,786,61,125,110,423,303,88,261,23,212,23078,211,21,2,1834,3731,149,145,713,4855,603,401,664,2078,998,624,4599,344,1106,1602,973,95.9,13.4,28858519,5638486,28207455,9516552,2398866,2026580,471252,0,0,14,240,2449,5,127,1218,0,0,0,0,5,1910,23953,12590,11363,1081,718,363,17119,6142,10977,2393,5310,15876,13,2,47339,3529,638,364,5,8,53,29,175,36,152,25,1805
R31204,íπéÊåß,ã´ç`és,34174,16294,17880,33773,16225,17548,4292,2186,2106,19431,9769,9662,10373,4295,6078,5260,1921,3339,356,222,492,1184,1182,13094,13043,33084,7804,3443,3494,1736,1642,145,61,2911,2676,1465,6,15,0,104,121,0,6,68,479,20,36,49,168,137,43,102,18,93,14243,107,526,0,730,3576,0,19,1241,3420,209,118,169,887,409,151,1879,175,627,91,219,95.8,13.4,15822798,3910468,15707942,5679004,1607206,1614871,0,1,104,7,144,1655,3,75,827,0,0,0,0,2,1016,16507,8949,7558,685,441,244,11904,4308,7596,667,4186,11289,8,1,34247,3401,357,149,3,2,30,13,72,23,46,10,975
R31302,íπéÊåß,ä‚î¸í¨,11485,5437,6048,11412,5418,5994,1295,703,592,6269,3139,3130,3920,1594,2326,2210,749,1461,72,66,184,241,297,3993,3982,11203,2185,856,1209,560,490,41,20,12232,2303,391,9,17,0,31,36,0,0,8,98,6,3,3,48,38,9,26,14,45,2892,94,165,0,224,935,0,0,108,432,38,11,2,218,100,18,343,97,107,437,297,86.8,12.7,7131543,1026856,6985864,1988827,573087,899510,89592,0,0,3,57,490,1,28,275,0,0,0,0,1,187,5469,2958,2511,297,199,98,4350,1538,2812,661,1435,3354,10,1,11676,538,83,20,1,1,5,3,13,4,6,3,373
R31325,íπéÊåß,é·ç˜í¨,3269,1550,1719,3237,1549,1688,223,125,98,1569,821,748,1477,604,873,892,324,568,32,13,76,55,108,1271,1269,3188,661,347,462,243,242,6,3,19918,1376,157,4,0,0,15,23,0,0,3,52,4,3,1,13,13,3,8,3,12,846,15,0,0,81,245,0,0,33,144,17,10,1,64,24,5,150,26,31,185,161,86.6,6.7,3747852,244304,3512694,776305,248169,340633,139969,0,0,1,15,78,1,14,52,0,0,0,0,0,0,1528,824,704,73,57,16,1445,544,901,198,433,886,2,1,3279,391,51,8,0,0,3,2,3,3,4,1,42
R31328,íπéÊåß,íqì™í¨,7154,3370,3784,7121,3367,3754,697,356,341,3675,1901,1774,2781,1113,1668,1689,604,1085,32,24,114,147,217,2487,2483,6998,1171,580,758,341,361,18,4,22470,1638,303,8,0,0,39,44,1,0,8,82,5,6,4,18,28,3,19,7,31,2024,72,0,0,241,647,2,0,93,434,31,16,8,93,46,12,220,43,66,415,433,96.8,10,6000740,707290,5824455,1346563,474988,529855,268769,0,0,1,26,284,1,19,127,0,0,0,0,1,128,3383,1833,1550,139,102,37,2933,1078,1855,395,1118,1863,8,1,7081,1027,76,13,1,1,4,2,11,4,8,1,204
R31329,íπéÊåß,î™ì™í¨,16985,8100,8885,16935,8094,8841,2075,1046,1029,9463,4762,4701,5439,2286,3153,3056,1106,1950,47,88,295,318,441,5359,5349,16692,2778,907,1415,602,547,52,21,20671,4146,519,17,1,0,72,47,0,2,8,140,5,10,17,29,60,10,45,18,38,3332,210,10,0,456,504,0,3,91,646,63,22,28,239,162,25,663,118,92,1116,669,86.1,8.9,11732149,1314980,10856188,3953300,574171,1029261,404869,0,0,4,92,793,1,41,435,0,0,0,0,1,793,8934,4711,4223,327,244,83,5589,2067,3522,1513,2108,5140,10,3,17276,1185,124,23,1,0,13,7,14,10,13,7,558
R31364,íπéÊåß,éOí©í¨,6490,3061,3429,6440,3040,3400,769,396,373,3372,1706,1666,2349,959,1390,1386,494,892,50,23,101,127,145,2290,2280,6352,1117,561,630,299,351,21,11,23352,2690,231,2,0,0,16,9,0,1,4,50,5,21,4,51,18,5,18,7,20,2179,16,0,0,67,208,0,3,14,243,18,32,14,839,45,66,497,39,78,411,274,87.7,9.6,4758407,670268,4646898,1143028,296142,510678,129554,0,0,1,32,306,1,21,183,0,0,0,0,0,0,3277,1764,1513,104,70,34,2338,830,1508,523,613,2140,2,1,6562,498,41,23,0,1,3,2,13,2,9,3,151
R31370,íπéÊåß,ìíóúïlí¨,16550,7910,8640,16484,7900,8584,2326,1176,1150,9264,4654,4610,4957,2079,2878,2677,951,1726,66,127,255,463,497,5482,5463,16052,3015,1089,1340,623,607,69,31,7794,3440,559,8,2,0,65,37,2,1,8,153,11,27,13,63,57,17,36,9,50,3957,127,14,0,323,528,34,5,119,739,62,70,37,540,278,95,635,58,293,730,471,91.6,13.3,11759690,1471430,11496688,2879958,992964,2899816,118457,0,0,3,73,936,2,53,499,0,0,0,0,1,70,8555,4545,4010,327,224,103,5271,1924,3347,1258,1786,5491,3,1,16976,318,128,35,0,0,9,5,9,4,14,8,637
R31371,íπéÊåß,ã’âYí¨,17416,8178,9238,17310,8133,9177,2160,1054,1106,9195,4626,4569,5987,2452,3535,3292,1151,2141,101,113,283,302,394,5795,5783,17037,2872,1234,1563,732,746,51,23,13997,5254,722,16,0,0,82,45,0,2,19,199,15,27,22,71,80,15,54,12,63,5873,130,0,0,744,1752,0,20,215,1160,87,51,62,370,187,71,697,81,246,1105,440,94.3,13.8,11327456,1726377,10776091,3071956,1005757,928275,335321,0,0,5,89,877,2,51,421,0,0,0,0,0,0,9114,4863,4251,293,207,86,5659,1948,3711,1943,2175,4818,9,2,17579,4171,169,61,1,0,14,6,16,7,16,7,603
R31372,íπéÊåß,ñkâhí¨,14820,7038,7782,14724,7022,7702,1930,988,942,8292,4119,4173,4598,1931,2667,2438,886,1552,96,103,226,286,339,4813,4803,14507,2595,869,1290,576,467,41,30,5694,4259,580,15,0,1,85,49,1,2,24,162,9,18,17,23,54,19,45,7,49,4012,139,0,3,490,665,3,10,344,872,63,73,66,88,133,80,648,53,282,882,404,94.4,13.8,9480720,1422971,9039847,2629655,1496374,970900,44720,0,0,2,61,787,2,44,395,0,0,0,0,1,453,8004,4189,3815,304,206,98,4575,1651,2924,1795,1664,4390,2,1,15139,795,123,17,1,0,4,3,7,4,5,6,589
R31384,íπéÊåß,ì˙ãgí√ë∫,3439,1583,1856,3407,1570,1837,514,241,273,1976,962,1014,939,375,564,481,153,328,27,42,38,170,188,1144,1141,3369,632,236,233,111,87,17,8,420,409,282,1,1,0,33,9,0,1,2,122,5,11,9,32,18,5,15,3,15,2364,6,4,0,191,153,0,4,102,971,19,29,49,405,107,6,226,11,81,117,66,80.8,10.2,2541646,934507,2451111,739312,154732,199930,0,0,0,1,23,201,0,0,0,0,0,0,0,0,0,1793,948,845,50,28,22,1017,336,681,142,389,1232,1,1,3614,36,115,26,1,0,4,2,7,2,13,1,120
R31386,íπéÊåß,ëÂéRí¨,16470,7814,8656,16419,7798,8621,1822,906,916,8440,4330,4110,6203,2575,3628,3409,1193,2216,48,87,279,363,374,5300,5278,15900,2648,1001,1608,682,643,45,22,18983,6936,525,25,1,0,58,35,1,1,10,132,6,11,11,73,46,9,32,19,55,4303,167,1,0,374,961,1,5,255,753,33,48,82,421,177,22,754,120,129,1685,601,91.6,10.5,11347421,1614316,10614518,2611501,742461,1006426,88043,0,0,4,69,709,3,57,404,0,0,0,0,0,0,8821,4786,4035,247,171,76,5482,1900,3582,2252,1688,4753,6,3,16399,2389,113,30,0,0,11,5,13,7,10,5,525
R31389,íπéÊåß,ìÏïîí¨,10950,5162,5788,10889,5143,5746,1337,645,692,5889,2967,2922,3721,1548,2173,1943,702,1241,58,51,167,212,241,3514,3496,10587,1801,670,968,459,391,20,19,11403,2868,253,7,0,0,39,21,0,3,5,48,4,2,9,19,23,7,26,7,33,2803,106,0,0,249,937,0,7,23,308,14,4,29,138,89,133,615,46,105,788,315,92.2,13.8,7576924,985562,7410843,2025494,325317,512197,180442,0,0,3,53,521,2,37,315,0,0,0,0,0,0,5563,2985,2578,196,130,66,3755,1352,2403,715,1382,3358,2,2,10937,1487,45,10,1,1,5,2,20,2,12,4,338
R31390,íπéÊåß,îå„Àí¨,11118,5226,5892,11057,5211,5846,1276,641,635,5801,2915,2886,4037,1668,2369,2241,799,1442,61,68,169,316,305,3604,3596,10653,1904,669,1040,502,399,38,16,13944,4394,322,11,0,1,37,23,0,1,10,78,3,4,10,55,33,5,25,8,18,2801,88,0,11,254,317,0,7,86,542,17,42,40,300,326,6,654,48,63,903,325,87.7,8.4,8554105,1329075,8317574,2364401,440639,686044,29130,0,0,4,64,542,2,36,269,0,0,0,0,0,0,5825,3161,2664,199,112,87,3773,1289,2484,952,1159,3615,4,2,10987,926,71,15,1,2,6,3,17,3,18,5,372
R31401,íπéÊåß,ì˙ìÏí¨,4765,2205,2560,4751,2199,2552,352,165,187,2068,1130,938,2345,910,1435,1580,553,1027,14,21,124,96,117,1933,1928,4638,868,615,650,343,447,8,7,34096,3666,256,20,0,0,38,11,0,0,7,72,3,3,6,17,25,0,14,13,27,1439,230,0,0,292,124,0,0,39,268,11,5,25,70,54,0,196,58,67,676,189,91,7.4,7276361,454573,6845109,1072880,500841,968779,365601,0,0,1,15,125,1,15,79,0,0,0,0,0,0,2425,1387,1038,49,38,11,1939,615,1324,809,417,1194,0,1,4655,655,65,11,0,1,1,1,6,0,6,1,100
R31402,íπéÊåß,ì˙ñÏí¨,3278,1490,1788,3265,1489,1776,257,113,144,1481,775,706,1540,602,938,937,316,621,13,8,77,82,118,1279,1273,3124,588,394,418,219,256,6,4,13398,1473,182,3,0,1,17,14,0,1,8,54,5,4,4,17,17,3,9,4,21,988,51,0,15,119,92,0,1,40,219,18,12,23,71,23,5,220,29,50,255,176,87.4,8.5,3617563,346517,3363858,627540,172080,356806,106810,0,0,2,21,72,1,14,55,0,0,0,0,1,116,1610,887,723,44,29,15,1367,461,906,312,322,950,1,1,3111,541,47,13,0,1,2,2,10,3,7,1,59
